gene_name	gene_biotype	gene_id
RCHY1	protein_coding	ENSG00000163743
C4orf54	protein_coding	ENSG00000248713
UGT2B17	protein_coding	ENSG00000197888
UGT2B15	protein_coding	ENSG00000196620
TACC3	protein_coding	ENSG00000013810
CXCL13	protein_coding	ENSG00000156234
TRIML2	protein_coding	ENSG00000179046
ADGRL3	protein_coding	ENSG00000150471
SGMS2	protein_coding	ENSG00000164023
BLTP1	protein_coding	ENSG00000138688
OTOP1	protein_coding	ENSG00000163982
TMEM128	protein_coding	ENSG00000132406
ZBTB49	protein_coding	ENSG00000168826
STX18	protein_coding	ENSG00000168818
NSG1	protein_coding	ENSG00000168824
KIT	protein_coding	ENSG00000157404
MAN2B2	protein_coding	ENSG00000013288
S100P	protein_coding	ENSG00000163993
MRFAP1L1	protein_coding	ENSG00000178988
BLOC1S4	protein_coding	ENSG00000186222
KIAA0232	protein_coding	ENSG00000170871
C4orf48	protein_coding	ENSG00000243449
NEK1	protein_coding	ENSG00000137601
HPF1	protein_coding	ENSG00000056050
DDX60L	protein_coding	ENSG00000181381
UGT2A2	protein_coding	ENSG00000271271
CCDC158	protein_coding	ENSG00000163749
TIGD2	protein_coding	ENSG00000180346
RBPJ	protein_coding	ENSG00000168214
C4orf3	protein_coding	ENSG00000164096
FABP2	protein_coding	ENSG00000145384
USP53	protein_coding	ENSG00000145390
RFC1	protein_coding	ENSG00000035928
COL25A1	protein_coding	ENSG00000188517
RASGEF1B	protein_coding	ENSG00000138670
ARAP2	protein_coding	ENSG00000047365
AMBN	protein_coding	ENSG00000178522
GRSF1	protein_coding	ENSG00000132463
CLNK	protein_coding	ENSG00000109684
ANKRD17	protein_coding	ENSG00000132466
MAML3	protein_coding	ENSG00000196782
ZCCHC4	protein_coding	ENSG00000168228
INTS12	protein_coding	ENSG00000138785
HERC6	protein_coding	ENSG00000138642
ENOPH1	protein_coding	ENSG00000145293
MRFAP1	protein_coding	ENSG00000179010
GBA3	protein_coding	ENSG00000249948
CENPE	protein_coding	ENSG00000138778
LYAR	protein_coding	ENSG00000145220
HELT	protein_coding	ENSG00000187821
MEPE	protein_coding	ENSG00000152595
GPM6A	protein_coding	ENSG00000150625
PITX2	protein_coding	ENSG00000164093
LSM6	protein_coding	ENSG00000164167
SLC10A7	protein_coding	ENSG00000120519
PF4V1	protein_coding	ENSG00000109272
CXCL1	protein_coding	ENSG00000163739
PF4	protein_coding	ENSG00000163737
PPBP	protein_coding	ENSG00000163736
CXCL5	protein_coding	ENSG00000163735
CXCL3	protein_coding	ENSG00000163734
REELD1	protein_coding	ENSG00000250673
CNOT6L	protein_coding	ENSG00000138767
HGFAC	protein_coding	ENSG00000109758
DOK7	protein_coding	ENSG00000175920
LRPAP1	protein_coding	ENSG00000163956
RGS12	protein_coding	ENSG00000159788
ELF2	protein_coding	ENSG00000109381
CSN2	protein_coding	ENSG00000135222
ODAM	protein_coding	ENSG00000109205
FDCSP	protein_coding	ENSG00000181617
CFAP97	protein_coding	ENSG00000164323
SNX25	protein_coding	ENSG00000109762
CYP4V2	protein_coding	ENSG00000145476
DEFB131A	protein_coding	ENSG00000186146
SMIM20	protein_coding	ENSG00000250317
FAM53A	protein_coding	ENSG00000174137
MARCHF1	protein_coding	ENSG00000145416
NEUROG2	protein_coding	ENSG00000178403
ZGRF1	protein_coding	ENSG00000138658
LARP7	protein_coding	ENSG00000174720
LCORL	protein_coding	ENSG00000178177
SOD3	protein_coding	ENSG00000109610
CCDC149	protein_coding	ENSG00000181982
SCARB2	protein_coding	ENSG00000138760
CFI	protein_coding	ENSG00000205403
TMEM271	protein_coding	ENSG00000273238
PDE6B	protein_coding	ENSG00000133256
ATP5ME	protein_coding	ENSG00000169020
SLC49A3	protein_coding	ENSG00000169026
CPLX1	protein_coding	ENSG00000168993
MYL5	protein_coding	ENSG00000215375
RASSF6	protein_coding	ENSG00000169435
CXCL8	protein_coding	ENSG00000169429
EVC	protein_coding	ENSG00000072840
C4orf50	protein_coding	ENSG00000181215
TLR10	protein_coding	ENSG00000174123
TLR1	protein_coding	ENSG00000174125
TLR6	protein_coding	ENSG00000174130
FAM114A1	protein_coding	ENSG00000197712
IRF2	protein_coding	ENSG00000168310
MAB21L2	protein_coding	ENSG00000181541
LRBA	protein_coding	ENSG00000198589
SNCA	protein_coding	ENSG00000145335
MMRN1	protein_coding	ENSG00000138722
MTHFD2L	protein_coding	ENSG00000163738
EREG	protein_coding	ENSG00000124882
AREG	protein_coding	ENSG00000109321
MSMO1	protein_coding	ENSG00000052802
CPE	protein_coding	ENSG00000109472
ALPK1	protein_coding	ENSG00000073331
USP46	protein_coding	ENSG00000109189
TMEM192	protein_coding	ENSG00000170088
FAT1	protein_coding	ENSG00000083857
CLRN2	protein_coding	ENSG00000249581
LAP3	protein_coding	ENSG00000002549
POLN	protein_coding	ENSG00000130997
MXD4	protein_coding	ENSG00000123933
ZFYVE28	protein_coding	ENSG00000159733
CFAP99	protein_coding	ENSG00000206113
GRID2	protein_coding	ENSG00000152208
ATOH1	protein_coding	ENSG00000172238
SMARCAD1	protein_coding	ENSG00000163104
HPGDS	protein_coding	ENSG00000163106
PHOX2B	protein_coding	ENSG00000109132
DCAF4L1	protein_coding	ENSG00000182308
SLC30A9	protein_coding	ENSG00000014824
BEND4	protein_coding	ENSG00000188848
SHISA3	protein_coding	ENSG00000178343
GRXCR1	protein_coding	ENSG00000215203
GPRIN3	protein_coding	ENSG00000185477
CCSER1	protein_coding	ENSG00000184305
EGF	protein_coding	ENSG00000138798
ENPEP	protein_coding	ENSG00000138792
TRIM75	protein_coding	ENSG00000250374
GAK	protein_coding	ENSG00000178950
TMEM175	protein_coding	ENSG00000127419
DGKQ	protein_coding	ENSG00000145214
SLC26A1	protein_coding	ENSG00000145217
IDUA	protein_coding	ENSG00000127415
FGFRL1	protein_coding	ENSG00000127418
FAM193A	protein_coding	ENSG00000125386
TNIP2	protein_coding	ENSG00000168884
SH3BP2	protein_coding	ENSG00000087266
ADD1	protein_coding	ENSG00000087274
ADRA2C	protein_coding	ENSG00000184160
SMIM43	protein_coding	ENSG00000164112
NFKB1	protein_coding	ENSG00000109320
DCK	protein_coding	ENSG00000156136
GC	protein_coding	ENSG00000145321
CXXC4	protein_coding	ENSG00000168772
ANKRD37	protein_coding	ENSG00000186352
UFSP2	protein_coding	ENSG00000109775
C4orf47	protein_coding	ENSG00000205129
CCDC110	protein_coding	ENSG00000168491
PCDH7	protein_coding	ENSG00000169851
TLR3	protein_coding	ENSG00000164342
PGM2	protein_coding	ENSG00000169299
PTTG2	protein_coding	ENSG00000250254
TEC	protein_coding	ENSG00000135605
TXK	protein_coding	ENSG00000074966
STIM2	protein_coding	ENSG00000109689
TBC1D1	protein_coding	ENSG00000065882
NUP54	protein_coding	ENSG00000138750
DCUN1D4	protein_coding	ENSG00000109184
LRRC66	protein_coding	ENSG00000188993
SGCB	protein_coding	ENSG00000163069
SPATA18	protein_coding	ENSG00000163071
NSUN7	protein_coding	ENSG00000179299
UCHL1	protein_coding	ENSG00000154277
WDR1	protein_coding	ENSG00000071127
PCGF3	protein_coding	ENSG00000185619
CSN3	protein_coding	ENSG00000171209
FAM90A26	protein_coding	ENSG00000229924
GK3	protein_coding	ENSG00000229894
RHOH	protein_coding	ENSG00000168421
CASP3	protein_coding	ENSG00000164305
FREM3	protein_coding	ENSG00000183090
GYPE	protein_coding	ENSG00000197465
GYPA	protein_coding	ENSG00000170180
HHIP	protein_coding	ENSG00000164161
ANAPC10	protein_coding	ENSG00000164162
ABCE1	protein_coding	ENSG00000164163
OTUD4	protein_coding	ENSG00000164164
ART3	protein_coding	ENSG00000156219
ATP8A1	protein_coding	ENSG00000124406
JAKMIP1	protein_coding	ENSG00000152969
NKX3-2	protein_coding	ENSG00000109705
BOD1L1	protein_coding	ENSG00000038219
MTNR1A	protein_coding	ENSG00000168412
TBC1D9	protein_coding	ENSG00000109436
RNF4	protein_coding	ENSG00000063978
SCFD2	protein_coding	ENSG00000184178
LNX1	protein_coding	ENSG00000072201
CHIC2	protein_coding	ENSG00000109220
FIP1L1	protein_coding	ENSG00000145216
FBXW7	protein_coding	ENSG00000109670
TIGD4	protein_coding	ENSG00000169989
SLC10A4	protein_coding	ENSG00000145248
ZAR1	protein_coding	ENSG00000182223
FRYL	protein_coding	ENSG00000075539
GALNT7	protein_coding	ENSG00000109586
METTL14	protein_coding	ENSG00000145388
GLRB	protein_coding	ENSG00000109738
PDE5A	protein_coding	ENSG00000138735
HAUS3	protein_coding	ENSG00000214367
ZNF518B	protein_coding	ENSG00000178163
CRACD	protein_coding	ENSG00000109265
SRP72	protein_coding	ENSG00000174780
HNRNPD	protein_coding	ENSG00000138668
HNRNPDL	protein_coding	ENSG00000152795
KLKB1	protein_coding	ENSG00000164344
SLC25A31	protein_coding	ENSG00000151475
HSPA4L	protein_coding	ENSG00000164070
PLK4	protein_coding	ENSG00000142731
MFSD8	protein_coding	ENSG00000164073
PGRMC2	protein_coding	ENSG00000164040
LARP1B	protein_coding	ENSG00000138709
CBR4	protein_coding	ENSG00000145439
PALLD	protein_coding	ENSG00000129116
PDLIM3	protein_coding	ENSG00000154553
SLC4A4	protein_coding	ENSG00000080493
RAPGEF2	protein_coding	ENSG00000109756
TMEM154	protein_coding	ENSG00000170006
ANK2	protein_coding	ENSG00000145362
FAM241A	protein_coding	ENSG00000174749
NKX6-1	protein_coding	ENSG00000163623
CDS1	protein_coding	ENSG00000163624
WDFY3	protein_coding	ENSG00000163625
CAMK2D	protein_coding	ENSG00000145349
CLCN3	protein_coding	ENSG00000109572
CRMP1	protein_coding	ENSG00000072832
TMPRSS11F	protein_coding	ENSG00000198092
TMPRSS11B	protein_coding	ENSG00000185873
YTHDC1	protein_coding	ENSG00000083896
TMPRSS11E	protein_coding	ENSG00000087128
ACSL1	protein_coding	ENSG00000151726
PLRG1	protein_coding	ENSG00000171566
FGB	protein_coding	ENSG00000171564
FGA	protein_coding	ENSG00000171560
FGG	protein_coding	ENSG00000171557
FGF2	protein_coding	ENSG00000138685
FGFR3	protein_coding	ENSG00000068078
SPON2	protein_coding	ENSG00000159674
GAB1	protein_coding	ENSG00000109458
QDPR	protein_coding	ENSG00000151552
SMIM14	protein_coding	ENSG00000163683
UBE2K	protein_coding	ENSG00000078140
PDS5A	protein_coding	ENSG00000121892
N4BP2	protein_coding	ENSG00000078177
TBC1D14	protein_coding	ENSG00000132405
CCDC96	protein_coding	ENSG00000173013
TADA2B	protein_coding	ENSG00000173011
GRPEL1	protein_coding	ENSG00000109519
PSAPL1	protein_coding	ENSG00000178597
RAB33B	protein_coding	ENSG00000172007
TIFA	protein_coding	ENSG00000145365
GRIA2	protein_coding	ENSG00000120251
PDCL2	protein_coding	ENSG00000163440
NMU	protein_coding	ENSG00000109255
EXOC1L	protein_coding	ENSG00000250821
EXOC1	protein_coding	ENSG00000090989
CEP135	protein_coding	ENSG00000174799
SORBS2	protein_coding	ENSG00000154556
INPP4B	protein_coding	ENSG00000109452
FAM149A	protein_coding	ENSG00000109794
PRDM8	protein_coding	ENSG00000152784
FGF5	protein_coding	ENSG00000138675
CC2D2A	protein_coding	ENSG00000048342
NAA15	protein_coding	ENSG00000164134
THEGL	protein_coding	ENSG00000249693
SPINK2	protein_coding	ENSG00000128040
RNF212	protein_coding	ENSG00000178222
LIMCH1	protein_coding	ENSG00000064042
GALNTL6	protein_coding	ENSG00000174473
ZNF732	protein_coding	ENSG00000186777
ZNF141	protein_coding	ENSG00000131127
ZNF721	protein_coding	ENSG00000182903
GYPB	protein_coding	ENSG00000250361
UGT2B28	protein_coding	ENSG00000135226
UGT2B4	protein_coding	ENSG00000156096
UGT2A1	protein_coding	ENSG00000173610
CTBP1	protein_coding	ENSG00000159692
CFAP299	protein_coding	ENSG00000197826
BMP3	protein_coding	ENSG00000152785
PRKG2	protein_coding	ENSG00000138669
BMPR1B	protein_coding	ENSG00000138696
UNC5C	protein_coding	ENSG00000182168
EIF4E	protein_coding	ENSG00000151247
METAP1	protein_coding	ENSG00000164024
ADH5	protein_coding	ENSG00000197894
ADH4	protein_coding	ENSG00000198099
ADH6	protein_coding	ENSG00000172955
ADH1A	protein_coding	ENSG00000187758
ADH1B	protein_coding	ENSG00000196616
ADH1C	protein_coding	ENSG00000248144
PACRGL	protein_coding	ENSG00000163138
KCNIP4	protein_coding	ENSG00000185774
ARL9	protein_coding	ENSG00000196503
HOPX	protein_coding	ENSG00000171476
FRG1	protein_coding	ENSG00000109536
FRG2	protein_coding	ENSG00000205097
DUX4	protein_coding	ENSG00000260596
TMEM129	protein_coding	ENSG00000168936
CHRNA9	protein_coding	ENSG00000174343
RBM47	protein_coding	ENSG00000163694
APBB2	protein_coding	ENSG00000163697
TMEM33	protein_coding	ENSG00000109133
ADAMTS3	protein_coding	ENSG00000156140
ALB	protein_coding	ENSG00000163631
AFP	protein_coding	ENSG00000081051
AFM	protein_coding	ENSG00000079557
PPEF2	protein_coding	ENSG00000156194
RPS3A	protein_coding	ENSG00000145425
SH3D19	protein_coding	ENSG00000109686
PRSS48	protein_coding	ENSG00000189099
F11	protein_coding	ENSG00000088926
TMEM131L	protein_coding	ENSG00000121210
TLR2	protein_coding	ENSG00000137462
RNF175	protein_coding	ENSG00000145428
SFRP2	protein_coding	ENSG00000145423
ABLIM2	protein_coding	ENSG00000163995
ACOX3	protein_coding	ENSG00000087008
ABHD18	protein_coding	ENSG00000164074
PDGFC	protein_coding	ENSG00000145431
TRIM61	protein_coding	ENSG00000183439
ICE1	protein_coding	ENSG00000164151
ADAMTS16	protein_coding	ENSG00000145536
MRPL36	protein_coding	ENSG00000171421
FASTKD3	protein_coding	ENSG00000124279
ADCY2	protein_coding	ENSG00000078295
MARCHF11	protein_coding	ENSG00000183654
IRX4	protein_coding	ENSG00000113430
SEMA5A	protein_coding	ENSG00000112902
MYO10	protein_coding	ENSG00000145555
MED10	protein_coding	ENSG00000133398
MTRR	protein_coding	ENSG00000124275
CFAP90	protein_coding	ENSG00000215217
NUP155	protein_coding	ENSG00000113569
FBXL7	protein_coding	ENSG00000183580
SPEF2	protein_coding	ENSG00000152582
ZFR	protein_coding	ENSG00000056097
SLC38A9	protein_coding	ENSG00000177058
CDH10	protein_coding	ENSG00000040731
GPX8	protein_coding	ENSG00000164294
ISL1	protein_coding	ENSG00000016082
ANKH	protein_coding	ENSG00000154122
PPWD1	protein_coding	ENSG00000113593
FBXO4	protein_coding	ENSG00000151876
NPR3	protein_coding	ENSG00000113389
HSPB3	protein_coding	ENSG00000169271
FST	protein_coding	ENSG00000134363
MRPS30	protein_coding	ENSG00000112996
GHR	protein_coding	ENSG00000112964
CDH9	protein_coding	ENSG00000113100
ADAMTS12	protein_coding	ENSG00000151388
MCIDAS	protein_coding	ENSG00000234602
UGT3A1	protein_coding	ENSG00000145626
CDH18	protein_coding	ENSG00000145526
RAI14	protein_coding	ENSG00000039560
CDH12	protein_coding	ENSG00000154162
FGF10	protein_coding	ENSG00000070193
RAB3C	protein_coding	ENSG00000152932
C5orf34	protein_coding	ENSG00000172244
EMB	protein_coding	ENSG00000170571
ELOVL7	protein_coding	ENSG00000164181
ITGA1	protein_coding	ENSG00000213949
FAM151B	protein_coding	ENSG00000152380
CCDC152	protein_coding	ENSG00000198865
MTREX	protein_coding	ENSG00000039123
TMEM167A	protein_coding	ENSG00000174695
HAPLN1	protein_coding	ENSG00000145681
VCAN	protein_coding	ENSG00000038427
OXCT1	protein_coding	ENSG00000083720
SUB1	protein_coding	ENSG00000113387
CAPSL	protein_coding	ENSG00000152611
TRAPPC13	protein_coding	ENSG00000113597
GZMK	protein_coding	ENSG00000113088
ARSB	protein_coding	ENSG00000113273
CENPK	protein_coding	ENSG00000123219
PDZD2	protein_coding	ENSG00000133401
CCNH	protein_coding	ENSG00000134480
ZSWIM6	protein_coding	ENSG00000130449
ITGA2	protein_coding	ENSG00000164171
JMY	protein_coding	ENSG00000152409
GDNF	protein_coding	ENSG00000168621
SERINC5	protein_coding	ENSG00000164300
NIPBL	protein_coding	ENSG00000164190
CKMT2	protein_coding	ENSG00000131730
SHLD3	protein_coding	ENSG00000253251
ATG10	protein_coding	ENSG00000152348
RASGRF2	protein_coding	ENSG00000113319
SGTB	protein_coding	ENSG00000197860
GOLPH3	protein_coding	ENSG00000113384
ANKRD34B	protein_coding	ENSG00000189127
ACTBL2	protein_coding	ENSG00000169067
NUDT12	protein_coding	ENSG00000112874
GPBP1	protein_coding	ENSG00000062194
MSH3	protein_coding	ENSG00000113318
SPZ1	protein_coding	ENSG00000164299
CD180	protein_coding	ENSG00000134061
IL7R	protein_coding	ENSG00000168685
COX7C	protein_coding	ENSG00000127184
RGS7BP	protein_coding	ENSG00000186479
CCNO	protein_coding	ENSG00000152669
PRLR	protein_coding	ENSG00000113494
CAMK4	protein_coding	ENSG00000152495
NDUFS4	protein_coding	ENSG00000164258
STARD4	protein_coding	ENSG00000164211
PCSK1	protein_coding	ENSG00000175426
FAM172A	protein_coding	ENSG00000113391
DMGDH	protein_coding	ENSG00000132837
CMYA5	protein_coding	ENSG00000164309
PLPP1	protein_coding	ENSG00000067113
ATG12	protein_coding	ENSG00000145782
TEX43	protein_coding	ENSG00000196900
ADGRV1	protein_coding	ENSG00000164199
PJA2	protein_coding	ENSG00000198961
FCHO2	protein_coding	ENSG00000157107
MEGF10	protein_coding	ENSG00000145794
CSF2	protein_coding	ENSG00000164400
GRAMD2B	protein_coding	ENSG00000155324
TRIM23	protein_coding	ENSG00000113595
HCN1	protein_coding	ENSG00000164588
CDO1	protein_coding	ENSG00000129596
EGFLAM	protein_coding	ENSG00000164318
DTWD2	protein_coding	ENSG00000169570
EPB41L4A	protein_coding	ENSG00000129595
RAD50	protein_coding	ENSG00000113522
AP3S1	protein_coding	ENSG00000177879
ARRDC3	protein_coding	ENSG00000113369
SLC25A46	protein_coding	ENSG00000164209
LMNB1	protein_coding	ENSG00000113368
NREP	protein_coding	ENSG00000134986
IL9	protein_coding	ENSG00000145839
TGFBI	protein_coding	ENSG00000120708
BHMT2	protein_coding	ENSG00000132840
SMIM32	protein_coding	ENSG00000271824
EDIL3	protein_coding	ENSG00000164176
PHAX	protein_coding	ENSG00000164902
NIM1K	protein_coding	ENSG00000177453
RIOK2	protein_coding	ENSG00000058729
IRX1	protein_coding	ENSG00000170549
PRR16	protein_coding	ENSG00000184838
LECT2	protein_coding	ENSG00000145826
CDH6	protein_coding	ENSG00000113361
HOMER1	protein_coding	ENSG00000152413
NNT	protein_coding	ENSG00000112992
HMGCS1	protein_coding	ENSG00000112972
MAP1B	protein_coding	ENSG00000131711
ESM1	protein_coding	ENSG00000164283
CCL28	protein_coding	ENSG00000151882
ANKRD55	protein_coding	ENSG00000164512
MARCHF3	protein_coding	ENSG00000173926
PSD2	protein_coding	ENSG00000146005
BASP1	protein_coding	ENSG00000176788
TMEM171	protein_coding	ENSG00000157111
PGGT1B	protein_coding	ENSG00000164219
SMAD5	protein_coding	ENSG00000113658
RNF180	protein_coding	ENSG00000164197
GZMA	protein_coding	ENSG00000145649
ZCCHC10	protein_coding	ENSG00000155329
MEIKIN	protein_coding	ENSG00000239642
BHMT	protein_coding	ENSG00000145692
LRRTM2	protein_coding	ENSG00000146006
FEM1C	protein_coding	ENSG00000145780
WDR70	protein_coding	ENSG00000082068
PAIP1	protein_coding	ENSG00000172239
SNX24	protein_coding	ENSG00000064652
SLCO4C1	protein_coding	ENSG00000173930
ST8SIA4	protein_coding	ENSG00000113532
TMED7	protein_coding	ENSG00000134970
MINAR2	protein_coding	ENSG00000186367
SNX2	protein_coding	ENSG00000205302
STK32A	protein_coding	ENSG00000169302
CTNNA1	protein_coding	ENSG00000044115
SNX18	protein_coding	ENSG00000178996
THG1L	protein_coding	ENSG00000113272
PELO	protein_coding	ENSG00000152684
JAKMIP2	protein_coding	ENSG00000176049
LHFPL2	protein_coding	ENSG00000145685
STK10	protein_coding	ENSG00000072786
PCBD2	protein_coding	ENSG00000132570
MTMR12	protein_coding	ENSG00000150712
DPYSL3	protein_coding	ENSG00000113657
LSM11	protein_coding	ENSG00000155858
EFCAB9	protein_coding	ENSG00000214360
AFF4	protein_coding	ENSG00000072364
YIPF5	protein_coding	ENSG00000145817
PRDM6	protein_coding	ENSG00000061455
CCDC112	protein_coding	ENSG00000164221
SLCO6A1	protein_coding	ENSG00000205359
FCHSD1	protein_coding	ENSG00000197948
PPIC	protein_coding	ENSG00000168938
TTC33	protein_coding	ENSG00000113638
BTNL9	protein_coding	ENSG00000165810
PPARGC1B	protein_coding	ENSG00000155846
NDFIP1	protein_coding	ENSG00000131507
SLC12A2	protein_coding	ENSG00000064651
UBTD2	protein_coding	ENSG00000168246
GNPDA1	protein_coding	ENSG00000113552
SAP30L	protein_coding	ENSG00000164576
NRG2	protein_coding	ENSG00000158458
FAM200C	protein_coding	ENSG00000221886
KIF20A	protein_coding	ENSG00000112984
TMED7-TICAM2	protein_coding	ENSG00000251201
FAM174A	protein_coding	ENSG00000174132
COMMD10	protein_coding	ENSG00000145781
TNFAIP8	protein_coding	ENSG00000145779
DHFR	protein_coding	ENSG00000228716
SH3PXD2B	protein_coding	ENSG00000174705
KCTD16	protein_coding	ENSG00000183775
HAND1	protein_coding	ENSG00000113196
PTTG1	protein_coding	ENSG00000164611
IL3	protein_coding	ENSG00000164399
ARHGAP26	protein_coding	ENSG00000145819
SCGB3A2	protein_coding	ENSG00000164265
DELE1	protein_coding	ENSG00000081791
GABRA1	protein_coding	ENSG00000022355
ELL2	protein_coding	ENSG00000118985
GFPT2	protein_coding	ENSG00000131459
FGF1	protein_coding	ENSG00000113578
MSX2	protein_coding	ENSG00000120149
BOD1	protein_coding	ENSG00000145919
SLU7	protein_coding	ENSG00000164609
ARAP3	protein_coding	ENSG00000120318
ATP10B	protein_coding	ENSG00000118322
RANBP17	protein_coding	ENSG00000204764
FTMT	protein_coding	ENSG00000181867
NSG2	protein_coding	ENSG00000170091
NR3C1	protein_coding	ENSG00000113580
BTNL8	protein_coding	ENSG00000113303
LIFR	protein_coding	ENSG00000113594
RASA1	protein_coding	ENSG00000145715
MRPL22	protein_coding	ENSG00000082515
TMEM232	protein_coding	ENSG00000186952
ALDH7A1	protein_coding	ENSG00000164904
C5orf47	protein_coding	ENSG00000185056
NKX2-5	protein_coding	ENSG00000183072
ADRA1B	protein_coding	ENSG00000170214
PTGER4	protein_coding	ENSG00000171522
ARHGEF37	protein_coding	ENSG00000183111
NLN	protein_coding	ENSG00000123213
DRD1	protein_coding	ENSG00000184845
SYNPO	protein_coding	ENSG00000171992
SIL1	protein_coding	ENSG00000120725
CNOT6	protein_coding	ENSG00000113300
RNF14	protein_coding	ENSG00000013561
NEURL1B	protein_coding	ENSG00000214357
ZFYVE16	protein_coding	ENSG00000039319
BTNL3	protein_coding	ENSG00000168903
SOX30	protein_coding	ENSG00000039600
SFXN1	protein_coding	ENSG00000164466
C5orf52	protein_coding	ENSG00000187658
KIF4B	protein_coding	ENSG00000226650
CHSY3	protein_coding	ENSG00000198108
C5orf46	protein_coding	ENSG00000178776
SOWAHA	protein_coding	ENSG00000198944
SEPTIN8	protein_coding	ENSG00000164402
CPEB4	protein_coding	ENSG00000113742
NDST1	protein_coding	ENSG00000070614
RNF130	protein_coding	ENSG00000113269
IL4	protein_coding	ENSG00000113520
RASGEF1C	protein_coding	ENSG00000146090
ZFP2	protein_coding	ENSG00000198939
ECSCR	protein_coding	ENSG00000249751
C1QTNF2	protein_coding	ENSG00000145861
GALNT10	protein_coding	ENSG00000164574
TMEM174	protein_coding	ENSG00000164325
PARP8	protein_coding	ENSG00000151883
SLC34A1	protein_coding	ENSG00000131183
PFN3	protein_coding	ENSG00000196570
GRK6	protein_coding	ENSG00000198055
PRR7	protein_coding	ENSG00000131188
DDX41	protein_coding	ENSG00000183258
TIGD6	protein_coding	ENSG00000164296
HMGXB3	protein_coding	ENSG00000113716
CSF1R	protein_coding	ENSG00000182578
PDGFRB	protein_coding	ENSG00000113721
ERAP1	protein_coding	ENSG00000164307
LRRC14B	protein_coding	ENSG00000185028
CCDC127	protein_coding	ENSG00000164366
EXOC3	protein_coding	ENSG00000180104
SLC9A3	protein_coding	ENSG00000066230
CEP72	protein_coding	ENSG00000112877
TPPP	protein_coding	ENSG00000171368
MATR3	protein_coding	ENSG00000015479
PAIP2	protein_coding	ENSG00000120727
SLC23A1	protein_coding	ENSG00000170482
MZB1	protein_coding	ENSG00000170476
PROB1	protein_coding	ENSG00000228672
DNAJC18	protein_coding	ENSG00000170464
HTR1A	protein_coding	ENSG00000178394
ACSL6	protein_coding	ENSG00000164398
FABP6	protein_coding	ENSG00000170231
XRCC4	protein_coding	ENSG00000152422
NDUFS6	protein_coding	ENSG00000145494
NMUR2	protein_coding	ENSG00000132911
TRPC7	protein_coding	ENSG00000069018
TICAM2	protein_coding	ENSG00000243414
ADAM19	protein_coding	ENSG00000135074
UBE2QL1	protein_coding	ENSG00000215218
NSUN2	protein_coding	ENSG00000037474
SRD5A1	protein_coding	ENSG00000145545
TENT4A	protein_coding	ENSG00000112941
SMIM15	protein_coding	ENSG00000188725
HINT1	protein_coding	ENSG00000169567
LYRM7	protein_coding	ENSG00000186687
SH3TC2	protein_coding	ENSG00000169247
GABRA6	protein_coding	ENSG00000145863
SNCAIP	protein_coding	ENSG00000064692
SLC4A9	protein_coding	ENSG00000113073
ANKHD1	protein_coding	ENSG00000131503
ANKHD1-EIF4EBP3	protein_coding	ENSG00000254996
EIF4EBP3	protein_coding	ENSG00000243056
NDUFA2	protein_coding	ENSG00000131495
DND1	protein_coding	ENSG00000256453
HARS2	protein_coding	ENSG00000112855
ZMAT2	protein_coding	ENSG00000146007
PCDHA1	protein_coding	ENSG00000204970
PCDHA2	protein_coding	ENSG00000204969
PCDHA3	protein_coding	ENSG00000255408
PCDHA5	protein_coding	ENSG00000204965
PCDHA6	protein_coding	ENSG00000081842
PCDHA7	protein_coding	ENSG00000204963
PCDHA8	protein_coding	ENSG00000204962
PCDHA9	protein_coding	ENSG00000204961
PCDHA10	protein_coding	ENSG00000250120
PCDHA11	protein_coding	ENSG00000249158
PCDHA12	protein_coding	ENSG00000251664
PCDHA13	protein_coding	ENSG00000239389
PCDHAC2	protein_coding	ENSG00000243232
PCDHB1	protein_coding	ENSG00000171815
TLX3	protein_coding	ENSG00000164438
FGF18	protein_coding	ENSG00000156427
FOXI1	protein_coding	ENSG00000168269
KCNMB1	protein_coding	ENSG00000145936
LCP2	protein_coding	ENSG00000043462
HARS1	protein_coding	ENSG00000170445
PURA	protein_coding	ENSG00000185129
IGIP	protein_coding	ENSG00000182700
CYSTM1	protein_coding	ENSG00000120306
PFDN1	protein_coding	ENSG00000113068
SRP19	protein_coding	ENSG00000153037
REEP5	protein_coding	ENSG00000129625
MBLAC2	protein_coding	ENSG00000176055
POLR3G	protein_coding	ENSG00000113356
LYSMD3	protein_coding	ENSG00000176018
GABRG2	protein_coding	ENSG00000113327
CEP120	protein_coding	ENSG00000168944
FAXDC2	protein_coding	ENSG00000170271
GEMIN5	protein_coding	ENSG00000082516
LRRC70	protein_coding	ENSG00000186105
GABRB2	protein_coding	ENSG00000145864
CCNI2	protein_coding	ENSG00000205089
SPRY4	protein_coding	ENSG00000187678
ZFP62	protein_coding	ENSG00000196670
MGAT1	protein_coding	ENSG00000131446
CETN3	protein_coding	ENSG00000153140
CLINT1	protein_coding	ENSG00000113282
IPO11	protein_coding	ENSG00000086200
PCDH12	protein_coding	ENSG00000113555
TMCO6	protein_coding	ENSG00000113119
BRD8	protein_coding	ENSG00000112983
RAPGEF6	protein_coding	ENSG00000158987
SEMA6A	protein_coding	ENSG00000092421
RANBP3L	protein_coding	ENSG00000164188
TRIM36	protein_coding	ENSG00000152503
